<Car: AMC Ambassador Brougham, MPG: 13.0, Cylinders: 8, Displacement: 360.0, Horsepower: 175.0, Weight: 3821.0, Acceleration: 11.0, Model: 73, Origin: US>
<Car: Dodge Diplomat, MPG: 19.4, Cylinders: 8, Displacement: 318.0, Horsepower: 140.0, Weight: 3735.0, Acceleration: 13.2, Model: 78, Origin: US>
<Car: Dodge Magnum XE, MPG: 17.5, Cylinders: 8, Displacement: 318.0, Horsepower: 140.0, Weight: 4080.0, Acceleration: 13.7, Model: 78, Origin: US>
<Car: Dodge Monaco (sw), MPG: 12.0, Cylinders: 8, Displacement: 383.0, Horsepower: 180.0, Weight: 4955.0, Acceleration: 11.5, Model: 71, Origin: US>
<Car: Dodge Monaco Brougham, MPG: 15.5, Cylinders: 8, Displacement: 318.0, Horsepower: 145.0, Weight: 4140.0, Acceleration: 13.7, Model: 77, Origin: US>
<Car: Dodge Omni, MPG: 30.9, Cylinders: 4, Displacement: 105.0, Horsepower: 75.0, Weight: 2230.0, Acceleration: 14.5, Model: 78, Origin: US>
<Car: Dodge Rampage, MPG: 32.0, Cylinders: 4, Displacement: 135.0, Horsepower: 84.0, Weight: 2295.0, Acceleration: 11.6, Model: 82, Origin: US>
<Car: Dodge St. Regis, MPG: 18.2, Cylinders: 8, Displacement: 318.0, Horsepower: 135.0, Weight: 3830.0, Acceleration: 15.2, Model: 79, Origin: US>
<Car: Fiat 124 Sport Coupe, MPG: 26.0, Cylinders: 4, Displacement: 98.0, Horsepower: 90.0, Weight: 2265.0, Acceleration: 15.5, Model: 73, Origin: Europe>
<Car: Fiat 124 TC, MPG: 26.0, Cylinders: 4, Displacement: 116.0, Horsepower: 75.0, Weight: 2246.0, Acceleration: 14.0, Model: 74, Origin: Europe>
<Car: Fiat 124B, MPG: 30.0, Cylinders: 4, Displacement: 88.0, Horsepower: 76.0, Weight: 2065.0, Acceleration: 14.5, Model: 71, Origin: Europe>
<Car: Fiat 128, MPG: 29.0, Cylinders: 4, Displacement: 68.0, Horsepower: 49.0, Weight: 1867.0, Acceleration: 19.5, Model: 73, Origin: Europe>
<Car: Fiat 128, MPG: 24.0, Cylinders: 4, Displacement: 90.0, Horsepower: 75.0, Weight: 2108.0, Acceleration: 15.5, Model: 74, Origin: Europe>
<Car: Fiat 131, MPG: 28.0, Cylinders: 4, Displacement: 107.0, Horsepower: 86.0, Weight: 2464.0, Acceleration: 15.5, Model: 76, Origin: Europe>
<Car: Fiat Strada Custom, MPG: 37.3, Cylinders: 4, Displacement: 91.0, Horsepower: 69.0, Weight: 2130.0, Acceleration: 14.7, Model: 79, Origin: Europe>
<Car: Fiat x1.9, MPG: 31.0, Cylinders: 4, Displacement: 79.0, Horsepower: 67.0, Weight: 2000.0, Acceleration: 16.0, Model: 74, Origin: Europe>
<Car: Ford Country, MPG: 12.0, Cylinders: 8, Displacement: 400.0, Horsepower: 167.0, Weight: 4906.0, Acceleration: 12.5, Model: 73, Origin: US>
<Car: Ford Country Squire (sw), MPG: 13.0, Cylinders: 8, Displacement: 400.0, Horsepower: 170.0, Weight: 4746.0, Acceleration: 12.0, Model: 71, Origin: US>
<Car: Ford Country Squire (sw), MPG: 15.5, Cylinders: 8, Displacement: 351.0, Horsepower: 142.0, Weight: 4054.0, Acceleration: 14.3, Model: 79, Origin: US>
<Car: Ford Escort 2H, MPG: 29.9, Cylinders: 4, Displacement: 98.0, Horsepower: 65.0, Weight: 2380.0, Acceleration: 20.7, Model: 81, Origin: US>
<Car: Ford Escort 4W, MPG: 34.4, Cylinders: 4, Displacement: 98.0, Horsepower: 65.0, Weight: 2045.0, Acceleration: 16.2, Model: 81, Origin: US>
<Car: Ford F108, MPG: 13.0, Cylinders: 8, Displacement: 302.0, Horsepower: 130.0, Weight: 3870.0, Acceleration: 15.0, Model: 76, Origin: US>
<Car: Ford F250, MPG: 10.0, Cylinders: 8, Displacement: 360.0, Horsepower: 215.0, Weight: 4615.0, Acceleration: 14.0, Model: 70, Origin: US>
<Car: Ford Fairmont, MPG: 26.4, Cylinders: 4, Displacement: 140.0, Horsepower: 88.0, Weight: 2870.0, Acceleration: 18.1, Model: 80, Origin: US>
<Car: Ford Fairmont (auto), MPG: 20.2, Cylinders: 6, Displacement: 200.0, Horsepower: 85.0, Weight: 2965.0, Acceleration: 15.8, Model: 78, Origin: US>
<Car: Ford Fairmont (man), MPG: 25.1, Cylinders: 4, Displacement: 140.0, Horsepower: 88.0, Weight: 2720.0, Acceleration: 15.4, Model: 78, Origin: US>
<Car: Ford Fairmont 4, MPG: 22.3, Cylinders: 4, Displacement: 140.0, Horsepower: 88.0, Weight: 2890.0, Acceleration: 17.3, Model: 79, Origin: US>
<Car: Ford Fairmont Futura, MPG: 24.0, Cylinders: 4, Displacement: 140.0, Horsepower: 92.0, Weight: 2865.0, Acceleration: 16.4, Model: 82, Origin: US>
<Car: Ford Fiesta, MPG: 36.1, Cylinders: 4, Displacement: 98.0, Horsepower: 66.0, Weight: 1800.0, Acceleration: 14.4, Model: 78, Origin: US>
<Car: Ford Futura, MPG: 18.1, Cylinders: 8, Displacement: 302.0, Horsepower: 139.0, Weight: 3205.0, Acceleration: 11.2, Model: 78, Origin: US>
<Car: Ford Galaxie 500, MPG: 15.0, Cylinders: 8, Displacement: 429.0, Horsepower: 198.0, Weight: 4341.0, Acceleration: 10.0, Model: 70, Origin: US>
<Car: Ford Galaxie 500, MPG: 14.0, Cylinders: 8, Displacement: 351.0, Horsepower: 153.0, Weight: 4154.0, Acceleration: 13.5, Model: 71, Origin: US>
<Car: Ford Galaxie 500, MPG: 14.0, Cylinders: 8, Displacement: 351.0, Horsepower: 153.0, Weight: 4129.0, Acceleration: 13.0, Model: 72, Origin: US>
<Car: Ford Gran Torino, MPG: 14.0, Cylinders: 8, Displacement: 302.0, Horsepower: 137.0, Weight: 4042.0, Acceleration: 14.5, Model: 73, Origin: US>
<Car: Ford Gran Torino, MPG: 16.0, Cylinders: 8, Displacement: 302.0, Horsepower: 140.0, Weight: 4141.0, Acceleration: 14.0, Model: 74, Origin: US>
<Car: Ford Gran Torino, MPG: 14.5, Cylinders: 8, Displacement: 351.0, Horsepower: 152.0, Weight: 4215.0, Acceleration: 12.8, Model: 76, Origin: US>
<Car: Ford Gran Torino (sw), MPG: 13.0, Cylinders: 8, Displacement: 302.0, Horsepower: 140.0, Weight: 4294.0, Acceleration: 16.0, Model: 72, Origin: US>
<Car: Ford Gran Torino (sw), MPG: 14.0, Cylinders: 8, Displacement: 302.0, Horsepower: 140.0, Weight: 4638.0, Acceleration: 16.0, Model: 74, Origin: US>
<Car: Ford Grenada, MPG: 18.5, Cylinders: 6, Displacement: 250.0, Horsepower: 98.0, Weight: 3525.0, Acceleration: 19.0, Model: 77, Origin: US>
<Car: Ford Grenada ghia, MPG: 18.0, Cylinders: 6, Displacement: 250.0, Horsepower: 78.0, Weight: 3574.0, Acceleration: 21.0, Model: 76, Origin: US>
<Car: Ford Grenada gl, MPG: 20.2, Cylinders: 6, Displacement: 200.0, Horsepower: 88.0, Weight: 3060.0, Acceleration: 17.1, Model: 81, Origin: US>
<Car: Ford Grenada l, MPG: 22.0, Cylinders: 6, Displacement: 232.0, Horsepower: 112.0, Weight: 2835.0, Acceleration: 14.7, Model: 82, Origin: US>
<Car: Ford LTD, MPG: 13.0, Cylinders: 8, Displacement: 351.0, Horsepower: 158.0, Weight: 4363.0, Acceleration: 13.0, Model: 73, Origin: US>
<Car: Ford LTD, MPG: 14.0, Cylinders: 8, Displacement: 351.0, Horsepower: 148.0, Weight: 4657.0, Acceleration: 13.5, Model: 75, Origin: US>
<Car: Ford LTD Landau, MPG: 17.6, Cylinders: 8, Displacement: 302.0, Horsepower: 129.0, Weight: 3725.0, Acceleration: 13.4, Model: 79, Origin: US>
<Car: Ford Maverick, MPG: 21.0, Cylinders: 6, Displacement: 200.0, Horsepower: 85.0, Weight: 2587.0, Acceleration: 16.0, Model: 70, Origin: US>
<Car: Ford Maverick, MPG: 18.0, Cylinders: 6, Displacement: 250.0, Horsepower: 88.0, Weight: 3021.0, Acceleration: 16.5, Model: 73, Origin: US>
<Car: Ford Maverick, MPG: 21.0, Cylinders: 6, Displacement: 200.0, Horsepower: 0.0, Weight: 2875.0, Acceleration: 17.0, Model: 74, Origin: US>
<Car: Ford Maverick, MPG: 15.0, Cylinders: 6, Displacement: 250.0, Horsepower: 72.0, Weight: 3158.0, Acceleration: 19.5, Model: 75, Origin: US>
<Car: Ford Maverick, MPG: 24.0, Cylinders: 6, Displacement: 200.0, Horsepower: 81.0, Weight: 3012.0, Acceleration: 17.6, Model: 76, Origin: US>
<Car: Ford Mustang, MPG: 18.0, Cylinders: 6, Displacement: 250.0, Horsepower: 88.0, Weight: 3139.0, Acceleration: 14.5, Model: 71, Origin: US>
<Car: Ford Mustang Boss 302, MPG: 0.0, Cylinders: 8, Displacement: 302.0, Horsepower: 140.0, Weight: 3353.0, Acceleration: 8.0, Model: 70, Origin: US>
<Car: Ford Mustang Cobra, MPG: 23.6, Cylinders: 4, Displacement: 140.0, Horsepower: 0.0, Weight: 2905.0, Acceleration: 14.3, Model: 80, Origin: US>
<Car: Ford Mustang GL, MPG: 27.0, Cylinders: 4, Displacement: 140.0, Horsepower: 86.0, Weight: 2790.0, Acceleration: 15.6, Model: 82, Origin: US>
<Car: Ford Mustang II, MPG: 13.0, Cylinders: 8, Displacement: 302.0, Horsepower: 129.0, Weight: 3169.0, Acceleration: 12.0, Model: 75, Origin: US>
<Car: Ford Mustang II 2+2, MPG: 25.5, Cylinders: 4, Displacement: 140.0, Horsepower: 89.0, Weight: 2755.0, Acceleration: 15.8, Model: 77, Origin: US>
<Car: Ford Pinto, MPG: 25.0, Cylinders: 4, Displacement: 98.0, Horsepower: 0.0, Weight: 2046.0, Acceleration: 19.0, Model: 71, Origin: US>
<Car: Ford Pinto, MPG: 19.0, Cylinders: 4, Displacement: 122.0, Horsepower: 85.0, Weight: 2310.0, Acceleration: 18.5, Model: 73, Origin: US>
<Car: Ford Pinto, MPG: 26.0, Cylinders: 4, Displacement: 122.0, Horsepower: 80.0, Weight: 2451.0, Acceleration: 16.5, Model: 74, Origin: US>
<Car: Ford Pinto, MPG: 23.0, Cylinders: 4, Displacement: 140.0, Horsepower: 83.0, Weight: 2639.0, Acceleration: 17.0, Model: 75, Origin: US>
<Car: Ford Pinto, MPG: 18.0, Cylinders: 6, Displacement: 171.0, Horsepower: 97.0, Weight: 2984.0, Acceleration: 14.5, Model: 75, Origin: US>
<Car: Ford Pinto, MPG: 26.5, Cylinders: 4, Displacement: 140.0, Horsepower: 72.0, Weight: 2565.0, Acceleration: 13.6, Model: 76, Origin: US>
<Car: Ford Pinto (sw), MPG: 22.0, Cylinders: 4, Displacement: 122.0, Horsepower: 86.0, Weight: 2395.0, Acceleration: 16.0, Model: 72, Origin: US>
<Car: Ford Pinto Runabout, MPG: 21.0, Cylinders: 4, Displacement: 122.0, Horsepower: 86.0, Weight: 2226.0, Acceleration: 16.5, Model: 72, Origin: US>
<Car: Ford Ranger, MPG: 28.0, Cylinders: 4, Displacement: 120.0, Horsepower: 79.0, Weight: 2625.0, Acceleration: 18.6, Model: 82, Origin: US>
<Car: Ford Thunderbird, MPG: 16.0, Cylinders: 8, Displacement: 351.0, Horsepower: 149.0, Weight: 4335.0, Acceleration: 14.5, Model: 77, Origin: US>
<Car: Ford Torino, MPG: 17.0, Cylinders: 8, Displacement: 302.0, Horsepower: 140.0, Weight: 3449.0, Acceleration: 10.5, Model: 70, Origin: US>
<Car: Ford Torino (sw), MPG: 0.0, Cylinders: 8, Displacement: 351.0, Horsepower: 153.0, Weight: 4034.0, Acceleration: 11.0, Model: 70, Origin: US>
<Car: Ford Torino 500, MPG: 19.0, Cylinders: 6, Displacement: 250.0, Horsepower: 88.0, Weight: 3302.0, Acceleration: 15.5, Model: 71, Origin: US>
<Car: Hi 1200D, MPG: 9.0, Cylinders: 8, Displacement: 304.0, Horsepower: 193.0, Weight: 4732.0, Acceleration: 18.5, Model: 70, Origin: US>
<Car: Honda Accord, MPG: 32.4, Cylinders: 4, Displacement: 107.0, Horsepower: 72.0, Weight: 2290.0, Acceleration: 17.0, Model: 80, Origin: Japan>
<Car: Honda Accord, MPG: 36.0, Cylinders: 4, Displacement: 107.0, Horsepower: 75.0, Weight: 2205.0, Acceleration: 14.5, Model: 82, Origin: Japan>
<Car: Honda Accord CVCC, MPG: 31.5, Cylinders: 4, Displacement: 98.0, Horsepower: 68.0, Weight: 2045.0, Acceleration: 18.5, Model: 77, Origin: Japan>
<Car: Honda Accord LX, MPG: 29.5, Cylinders: 4, Displacement: 98.0, Horsepower: 68.0, Weight: 2135.0, Acceleration: 16.6, Model: 78, Origin: Japan>
<Car: Honda Civic, MPG: 24.0, Cylinders: 4, Displacement: 120.0, Horsepower: 97.0, Weight: 2489.0, Acceleration: 15.0, Model: 74, Origin: Japan>
<Car: Honda Civic, MPG: 33.0, Cylinders: 4, Displacement: 91.0, Horsepower: 53.0, Weight: 1795.0, Acceleration: 17.4, Model: 76, Origin: Japan>
<Car: Honda Civic, MPG: 38.0, Cylinders: 4, Displacement: 91.0, Horsepower: 67.0, Weight: 1965.0, Acceleration: 15.0, Model: 82, Origin: Japan>
<Car: Honda Civic (auto), MPG: 32.0, Cylinders: 4, Displacement: 91.0, Horsepower: 67.0, Weight: 1965.0, Acceleration: 15.7, Model: 82, Origin: Japan>
<Car: Honda Civic 1300, MPG: 35.1, Cylinders: 4, Displacement: 81.0, Horsepower: 60.0, Weight: 1760.0, Acceleration: 16.1, Model: 81, Origin: Japan>
<Car: Honda Civic 1500 gl, MPG: 44.6, Cylinders: 4, Displacement: 91.0, Horsepower: 67.0, Weight: 1850.0, Acceleration: 13.8, Model: 80, Origin: Japan>
<Car: Honda Civic CVCC, MPG: 33.0, Cylinders: 4, Displacement: 91.0, Horsepower: 53.0, Weight: 1795.0, Acceleration: 17.5, Model: 75, Origin: Japan>
<Car: Honda Civic CVCC, MPG: 36.1, Cylinders: 4, Displacement: 91.0, Horsepower: 60.0, Weight: 1800.0, Acceleration: 16.4, Model: 78, Origin: Japan>
<Car: Honda Prelude, MPG: 33.7, Cylinders: 4, Displacement: 107.0, Horsepower: 75.0, Weight: 2210.0, Acceleration: 14.4, Model: 81, Origin: Japan>
<Car: Mazda 626, MPG: 31.3, Cylinders: 4, Displacement: 120.0, Horsepower: 75.0, Weight: 2542.0, Acceleration: 17.5, Model: 80, Origin: Japan>
<Car: Mazda 626, MPG: 31.6, Cylinders: 4, Displacement: 120.0, Horsepower: 74.0, Weight: 2635.0, Acceleration: 18.3, Model: 81, Origin: Japan>
<Car: Mazda GLC, MPG: 46.6, Cylinders: 4, Displacement: 86.0, Horsepower: 65.0, Weight: 2110.0, Acceleration: 17.9, Model: 80, Origin: Japan>
<Car: Mazda GLC 4, MPG: 34.1, Cylinders: 4, Displacement: 91.0, Horsepower: 68.0, Weight: 1985.0, Acceleration: 16.0, Model: 81, Origin: Japan>
<Car: Mazda GLC Custom, MPG: 31.0, Cylinders: 4, Displacement: 91.0, Horsepower: 68.0, Weight: 1970.0, Acceleration: 17.6, Model: 82, Origin: Japan>
<Car: Mazda GLC Custom l, MPG: 37.0, Cylinders: 4, Displacement: 91.0, Horsepower: 68.0, Weight: 2025.0, Acceleration: 18.2, Model: 82, Origin: Japan>
<Car: Mazda GLC Deluxe, MPG: 32.8, Cylinders: 4, Displacement: 78.0, Horsepower: 52.0, Weight: 1985.0, Acceleration: 19.4, Model: 78, Origin: Japan>
<Car: Mazda GLC Deluxe, MPG: 34.1, Cylinders: 4, Displacement: 86.0, Horsepower: 65.0, Weight: 1975.0, Acceleration: 15.2, Model: 79, Origin: Japan>
<Car: Mazda RX-4, MPG: 21.5, Cylinders: 3, Displacement: 80.0, Horsepower: 110.0, Weight: 2720.0, Acceleration: 13.5, Model: 77, Origin: Japan>
<Car: Mazda RX-7 GS, MPG: 23.7, Cylinders: 3, Displacement: 70.0, Horsepower: 100.0, Weight: 2420.0, Acceleration: 12.5, Model: 80, Origin: Japan>
<Car: Mazda RX2 Coupe, MPG: 19.0, Cylinders: 3, Displacement: 70.0, Horsepower: 97.0, Weight: 2330.0, Acceleration: 13.5, Model: 72, Origin: Japan>
<Car: Mazda RX3, MPG: 18.0, Cylinders: 3, Displacement: 70.0, Horsepower: 90.0, Weight: 2124.0, Acceleration: 13.5, Model: 73, Origin: Japan>
<Car: Mercedes Benz 300d, MPG: 25.4, Cylinders: 5, Displacement: 183.0, Horsepower: 77.0, Weight: 3530.0, Acceleration: 20.1, Model: 79, Origin: Europe>
<Car: Mercedes-Benz 240d, MPG: 30.0, Cylinders: 4, Displacement: 146.0, Horsepower: 67.0, Weight: 3250.0, Acceleration: 21.8, Model: 80, Origin: Europe>
<Car: Mercedes-Benz 280s, MPG: 16.5, Cylinders: 6, Displacement: 168.0, Horsepower: 120.0, Weight: 3820.0, Acceleration: 16.7, Model: 76, Origin: Europe>
<Car: Mercury Capri 2000, MPG: 23.0, Cylinders: 4, Displacement: 122.0, Horsepower: 86.0, Weight: 2220.0, Acceleration: 14.0, Model: 71, Origin: US>
<Car: Mercury Capri v6, MPG: 21.0, Cylinders: 6, Displacement: 155.0, Horsepower: 107.0, Weight: 2472.0, Acceleration: 14.0, Model: 73, Origin: US>
<Car: Mercury Cougar Brougham, MPG: 15.0, Cylinders: 8, Displacement: 302.0, Horsepower: 130.0, Weight: 4295.0, Acceleration: 14.9, Model: 77, Origin: US>
<Car: Mercury Grand Marquis, MPG: 16.5, Cylinders: 8, Displacement: 351.0, Horsepower: 138.0, Weight: 3955.0, Acceleration: 13.2, Model: 79, Origin: US>
<Car: Mercury Lynx l, MPG: 36.0, Cylinders: 4, Displacement: 98.0, Horsepower: 70.0, Weight: 2125.0, Acceleration: 17.3, Model: 82, Origin: US>
<Car: Mercury Marquis, MPG: 11.0, Cylinders: 8, Displacement: 429.0, Horsepower: 208.0, Weight: 4633.0, Acceleration: 11.0, Model: 72, Origin: US>
<Car: Mercury Marquis Brougham, MPG: 12.0, Cylinders: 8, Displacement: 429.0, Horsepower: 198.0, Weight: 4952.0, Acceleration: 11.5, Model: 73, Origin: US>
<Car: Mercury Monarch, MPG: 15.0, Cylinders: 6, Displacement: 250.0, Horsepower: 72.0, Weight: 3432.0, Acceleration: 21.0, Model: 75, Origin: US>
<Car: Mercury Monarch ghia, MPG: 20.2, Cylinders: 8, Displacement: 302.0, Horsepower: 139.0, Weight: 3570.0, Acceleration: 12.8, Model: 78, Origin: US>
<Car: Mercury Zephyr, MPG: 20.8, Cylinders: 6, Displacement: 200.0, Horsepower: 85.0, Weight: 3070.0, Acceleration: 16.7, Model: 78, Origin: US>
<Car: Mercury Zephyr 6, MPG: 19.8, Cylinders: 6, Displacement: 200.0, Horsepower: 85.0, Weight: 2990.0, Acceleration: 18.2, Model: 79, Origin: US>
<Car: Nissan Stanza XE, MPG: 36.0, Cylinders: 4, Displacement: 120.0, Horsepower: 88.0, Weight: 2160.0, Acceleration: 14.5, Model: 82, Origin: Japan>
<Car: Oldsmobile Cutlass Ciera (diesel), MPG: 38.0, Cylinders: 6, Displacement: 262.0, Horsepower: 85.0, Weight: 3015.0, Acceleration: 17.0, Model: 82, Origin: US>
<Car: Oldsmobile Cutlass LS, MPG: 26.6, Cylinders: 8, Displacement: 350.0, Horsepower: 105.0, Weight: 3725.0, Acceleration: 19.0, Model: 81, Origin: US>
<Car: Oldsmobile Cutlass Salon Brougham, MPG: 19.9, Cylinders: 8, Displacement: 260.0, Horsepower: 110.0, Weight: 3365.0, Acceleration: 15.5, Model: 78, Origin: US>
<Car: Oldsmobile Cutlass Salon Brougham, MPG: 23.9, Cylinders: 8, Displacement: 260.0, Horsepower: 90.0, Weight: 3420.0, Acceleration: 22.2, Model: 79, Origin: US>
<Car: Oldsmobile Cutlass Supreme, MPG: 17.0, Cylinders: 8, Displacement: 260.0, Horsepower: 110.0, Weight: 4060.0, Acceleration: 19.0, Model: 77, Origin: US>
<Car: Oldsmobile Delta 88 Royale, MPG: 12.0, Cylinders: 8, Displacement: 350.0, Horsepower: 160.0, Weight: 4456.0, Acceleration: 13.5, Model: 72, Origin: US>
<Car: Oldsmobile Omega, MPG: 11.0, Cylinders: 8, Displacement: 350.0, Horsepower: 180.0, Weight: 3664.0, Acceleration: 11.0, Model: 73, Origin: US>
<Car: Oldsmobile Omega Brougham, MPG: 26.8, Cylinders: 6, Displacement: 173.0, Horsepower: 115.0, Weight: 2700.0, Acceleration: 12.9, Model: 79, Origin: US>
<Car: Oldsmobile Starfire SX, MPG: 23.8, Cylinders: 4, Displacement: 151.0, Horsepower: 85.0, Weight: 2855.0, Acceleration: 17.6, Model: 78, Origin: US>
<Car: Oldsmobile Vista Cruiser, MPG: 12.0, Cylinders: 8, Displacement: 350.0, Horsepower: 180.0, Weight: 4499.0, Acceleration: 12.5, Model: 73, Origin: US>
<Car: Opel 1900, MPG: 28.0, Cylinders: 4, Displacement: 116.0, Horsepower: 90.0, Weight: 2123.0, Acceleration: 14.0, Model: 71, Origin: Europe>
<Car: Opel 1900, MPG: 25.0, Cylinders: 4, Displacement: 116.0, Horsepower: 81.0, Weight: 2220.0, Acceleration: 16.9, Model: 76, Origin: Europe>
<Car: Opel Manta, MPG: 24.0, Cylinders: 4, Displacement: 116.0, Horsepower: 75.0, Weight: 2158.0, Acceleration: 15.5, Model: 73, Origin: Europe>
<Car: Opel Manta, MPG: 26.0, Cylinders: 4, Displacement: 97.0, Horsepower: 78.0, Weight: 2300.0, Acceleration: 14.5, Model: 74, Origin: Europe>
<Car: Peugeot 304, MPG: 30.0, Cylinders: 4, Displacement: 79.0, Horsepower: 70.0, Weight: 2074.0, Acceleration: 19.5, Model: 71, Origin: Europe>
<Car: Peugeot 504, MPG: 25.0, Cylinders: 4, Displacement: 110.0, Horsepower: 87.0, Weight: 2672.0, Acceleration: 17.5, Model: 70, Origin: Europe>
<Car: Peugeot 504, MPG: 23.0, Cylinders: 4, Displacement: 120.0, Horsepower: 88.0, Weight: 2957.0, Acceleration: 17.0, Model: 75, Origin: Europe>
<Car: Peugeot 504, MPG: 19.0, Cylinders: 4, Displacement: 120.0, Horsepower: 88.0, Weight: 3270.0, Acceleration: 21.9, Model: 76, Origin: Europe>
<Car: Peugeot 504, MPG: 27.2, Cylinders: 4, Displacement: 141.0, Horsepower: 71.0, Weight: 3190.0, Acceleration: 24.8, Model: 79, Origin: Europe>
<Car: Peugeot 504 (sw), MPG: 21.0, Cylinders: 4, Displacement: 120.0, Horsepower: 87.0, Weight: 2979.0, Acceleration: 19.5, Model: 72, Origin: Europe>
<Car: Peugeot 505s Turbo Diesel, MPG: 28.1, Cylinders: 4, Displacement: 141.0, Horsepower: 80.0, Weight: 3230.0, Acceleration: 20.4, Model: 81, Origin: Europe>
<Car: Peugeot 604sl, MPG: 16.2, Cylinders: 6, Displacement: 163.0, Horsepower: 133.0, Weight: 3410.0, Acceleration: 15.8, Model: 78, Origin: Europe>
<Car: Plymouth 'Cuda 340, MPG: 14.0, Cylinders: 8, Displacement: 340.0, Horsepower: 160.0, Weight: 3609.0, Acceleration: 8.0, Model: 70, Origin: US>
<Car: Plymouth Arrow GS, MPG: 25.5, Cylinders: 4, Displacement: 122.0, Horsepower: 96.0, Weight: 2300.0, Acceleration: 15.5, Model: 77, Origin: US>
<Car: Plymouth Champ, MPG: 39.0, Cylinders: 4, Displacement: 86.0, Horsepower: 64.0, Weight: 1875.0, Acceleration: 16.4, Model: 81, Origin: US>
<Car: Plymouth Cricket, MPG: 26.0, Cylinders: 4, Displacement: 91.0, Horsepower: 70.0, Weight: 1955.0, Acceleration: 20.5, Model: 71, Origin: US>
<Car: Plymouth Custom Suburb, MPG: 13.0, Cylinders: 8, Displacement: 360.0, Horsepower: 170.0, Weight: 4654.0, Acceleration: 13.0, Model: 73, Origin: US>
<Car: Plymouth Duster, MPG: 22.0, Cylinders: 6, Displacement: 198.0, Horsepower: 95.0, Weight: 2833.0, Acceleration: 15.5, Model: 70, Origin: US>
<Car: Plymouth Duster, MPG: 23.0, Cylinders: 6, Displacement: 198.0, Horsepower: 95.0, Weight: 2904.0, Acceleration: 16.0, Model: 73, Origin: US>
<Car: Plymouth Duster, MPG: 20.0, Cylinders: 6, Displacement: 198.0, Horsepower: 95.0, Weight: 3102.0, Acceleration: 16.5, Model: 74, Origin: US>
<Car: Plymouth Fury, MPG: 18.0, Cylinders: 6, Displacement: 225.0, Horsepower: 95.0, Weight: 3785.0, Acceleration: 19.0, Model: 75, Origin: US>
<Car: Plymouth Fury Gran Sedan, MPG: 14.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 4237.0, Acceleration: 14.5, Model: 73, Origin: US>
<Car: Plymouth Fury III, MPG: 15.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 4135.0, Acceleration: 13.5, Model: 72, Origin: US>
<Car: Plymouth Fury iii, MPG: 14.0, Cylinders: 8, Displacement: 440.0, Horsepower: 215.0, Weight: 4312.0, Acceleration: 8.5, Model: 70, Origin: US>
<Car: Plymouth Fury iii, MPG: 14.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 4096.0, Acceleration: 13.0, Model: 71, Origin: US>
<Car: Plymouth Grand Fury, MPG: 16.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 4498.0, Acceleration: 14.5, Model: 75, Origin: US>
<Car: Plymouth Horizon, MPG: 34.2, Cylinders: 4, Displacement: 105.0, Horsepower: 70.0, Weight: 2200.0, Acceleration: 13.2, Model: 79, Origin: US>
<Car: Plymouth Horizon 4, MPG: 34.7, Cylinders: 4, Displacement: 105.0, Horsepower: 63.0, Weight: 2215.0, Acceleration: 14.9, Model: 81, Origin: US>
<Car: Plymouth Horizon Miser, MPG: 38.0, Cylinders: 4, Displacement: 105.0, Horsepower: 63.0, Weight: 2125.0, Acceleration: 14.7, Model: 82, Origin: US>
<Car: Plymouth Horizon TC3, MPG: 34.5, Cylinders: 4, Displacement: 105.0, Horsepower: 70.0, Weight: 2150.0, Acceleration: 14.9, Model: 79, Origin: US>
<Car: Plymouth Reliant, MPG: 27.2, Cylinders: 4, Displacement: 135.0, Horsepower: 84.0, Weight: 2490.0, Acceleration: 15.7, Model: 81, Origin: US>
<Car: Plymouth Reliant, MPG: 30.0, Cylinders: 4, Displacement: 135.0, Horsepower: 84.0, Weight: 2385.0, Acceleration: 12.9, Model: 81, Origin: US>
<Car: Plymouth Sapporo, MPG: 23.2, Cylinders: 4, Displacement: 156.0, Horsepower: 105.0, Weight: 2745.0, Acceleration: 16.7, Model: 78, Origin: US>
<Car: Plymouth Satellite, MPG: 18.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 3436.0, Acceleration: 11.0, Model: 70, Origin: US>
<Car: Plymouth Satellite (sw), MPG: 0.0, Cylinders: 8, Displacement: 383.0, Horsepower: 175.0, Weight: 4166.0, Acceleration: 10.5, Model: 70, Origin: US>
<Car: Plymouth Satellite Custom, MPG: 16.0, Cylinders: 6, Displacement: 225.0, Horsepower: 105.0, Weight: 3439.0, Acceleration: 15.5, Model: 71, Origin: US>
<Car: Plymouth Satellite Custom (sw), MPG: 14.0, Cylinders: 8, Displacement: 318.0, Horsepower: 150.0, Weight: 4077.0, Acceleration: 14.0, Model: 72, Origin: US>
<Car: Plymouth Satellite Sebring, MPG: 18.0, Cylinders: 6, Displacement: 225.0, Horsepower: 105.0, Weight: 3613.0, Acceleration: 16.5, Model: 74, Origin: US>
